Year,Names,Sex,Count,Ranks
2017,Reyansh,M,,
2017,Rí,M,,
2017,Ríain,M,,
2017,Rían,M,,
2017,Rohaan,M,,
2017,Rónan,M,,
2017,Rónán,M,,
2017,Ruadhán,M,,
2017,Ruairí,M,,
2017,Ruán,M,,
2017,Sé,M,,
2017,Séadna,M,,
2017,Séamie,M,,
2017,Séamus,M,,
2017,Seán,M,,
2017,Séan,M,,
2017,Seán Óg,M,,
2017,Seánie,M,,
2017,Séimí,M,,
2017,Senán,M,,
2017,Shéa,M,,
2017,Sionnach,M,,
2017,Sudais,M,,
2017,Sunny,M,,
2017,Tádgh,M,,
2017,Tarek,M,,
2017,Théo,M,,
2017,Thomás,M,,
2017,Tiarnán,M,,
2017,Tomás,M,,
2017,Ultán,M,,
2017,Viaan,M,,
2017,Yaroslav,M,,
2017,Younis,M,,
2017,Zente,M,,
2017,Ace,M,,
2017,Seanán,M,,
2017,Oakley,M,,
2017,Jax,M,,
2017,Ruaidhrí,M,,
2017,Lawson,M,,
2017,Kaison,M,,
2017,Laoch,M,,
2017,Yazan,M,,
2017,Orán,M,,
2017,Pádhraic,M,,
2017,T J,M,,
2017,Teidí,M,,
2017,Cúán,M,,
2017,Denny,M,,
2017,Benett,M,,
2017,Aris,M,,
2017,Boston,M,,
2017,Brín,M,,
2017,Llewyn,M,,
2017,Malek,M,,
2017,Séadhna,M,,
2017,Seb,M,,
2017,Reign,M,,
2017,Reon,M,,
2017,Knox,M,,
2017,Vincenzo,M,,
2017,Rián,M,,
2017,Magnus,M,,
2017,Ríoghan,M,,
2017,Ronán,M,,
2017,Klayton,M,,
2017,Mikaeel,M,,
2017,Samy,M,,
2017,C J,M,,
2017,Alonzo,M,,
2017,Cónán,M,,
2017,Daimhín,M,,
2017,Evaan,M,,
2017,Feidhelm,M,,
2017,Féilim,M,,
2017,Beckett,M,,
2017,Bríon,M,,
2017,Afonso,M,,
2017,Forrest,M,,
2017,Eliezer,M,,
2017,Dómhnall,M,,
2017,Jem,M,,
2017,Casian,M,,
2017,Abram,M,,
2017,Adriel,M,,
2017,Akim,M,,
2017,Ash,M,,
2017,Benjamim,M,,
2017,Bjorn,M,,
2017,Caio,M,,
2017,Chester,M,,
2017,Cobie,M,,
2017,Cónan,M,,
2017,Cree,M,,
2017,Creed,M,,
2017,Crú,M,,
2017,Dessie,M,,
2017,Dónall,M,,
2017,Éamon,M,,
2017,Ekin,M,,
2017,Elio,M,,
2017,Elon,M,,
2017,Finnley,M,,
2017,Florian,M,,
2017,Grian,M,,
2017,Haroon,M,,
2017,Iacob,M,,
2017,Issa,M,,
2017,Izhaan,M,,
2017,J J,M,,
2017,Jador,M,,
2017,Jorge,M,,
2017,Kabir,M,,
2017,Kairo,M,,
2017,Karsyn,M,,
2017,Kaysen,M,,
2017,Klay,M,,
2017,Koah,M,,
2017,Kobey,M,,
2017,Kole,M,,
2017,Kolton,M,,
2017,Kruz,M,,
2017,Kylo,M,,
2017,Kyrie,M,,
2017,Kyro,M,,
2017,León,M,,
2017,Lir,M,,
2017,Liviu,M,,
2017,Lúc,M,,
2017,Maximo,M,,
2017,Mickey,M,,
2017,Mikail,M,,
2017,Muhammad Ali,M,,
2017,Munachimso,M,,
2017,Nikolaj,M,,
2017,Óisin,M,,
2017,Orion,M,,
2017,Ozzie,M,,
2017,Petru,M,,
2017,PJ,M,,
2017,Quie,M,,
2017,Ralphie,M,,
2017,Reyan,M,,
2017,Roko,M,,
2017,Santino,M,,
2017,Sarim,M,,
2017,Shayan,M,,
2017,Thorin,M,,
2017,Trent,M,,
2017,Vivaan,M,,
2017,Vuk,M,,
2017,Weston,M,,
2017,Zohan,M,,
2017,Abid,M,,
2017,Achim,M,,
2017,Alvey,M,,
2017,Alvi,M,,
2017,Ardal,M,,
2017,August,M,,
2017,Ayoub,M,,
2017,Boden,M,,
2017,Bodie,M,,
2017,Bowe,M,,
2017,Brooks,M,,
2017,Calin,M,,
2017,Cealan,M,,
2017,Cillín,M,,
2017,Cónal,M,,
2017,Cruze,M,,
2017,Dev,M,,
2017,Donie,M,,
2017,Donny,M,,
2017,Félix,M,,
2017,Fernando,M,,
2017,Fiachna,M,,
2017,Fox,M,,
2017,Franky,M,,
2017,Ger,M,,
2017,Gio,M,,
2017,Ismael,M,,
2017,Ivaan,M,,
2017,Joaquim,M,,
2017,Kaius,M,,
2017,Kasen,M,,
2017,Kobie,M,,
2017,Kodie,M,,
2017,Kyson,M,,
2017,Laith,M,,
2017,Lennie,M,,
2017,Lukass,M,,
2017,Mack,M,,
2017,Matheo,M,,
2017,Matty,M,,
2017,Orhan,M,,
2017,Orson,M,,
2017,Osman,M,,
2017,Pietro,M,,
2017,Quhey,M,,
2017,Rafa,M,,
2017,Rayden,M,,
2017,Rémy,M,,
2017,Renzo,M,,
2017,Rome,M,,
2017,Royce,M,,
2017,Rudra,M,,
2017,Ryker,M,,
2017,Sharvil,M,,
2017,Sheá,M,,
2018,Jack,M,686.0,1.0
2018,Sean,M,91.0,74.0
2018,Conor,M,489.0,4.0
2018,Daniel,M,433.0,5.0
2018,James,M,589.0,2.0
2018,Adam,M,349.0,9.0
2018,Ryan,M,250.0,25.0
2018,Luke,M,368.0,7.0
2018,Cian,M,241.0,27.0
2018,Michael,M,354.0,8.0
2018,Dylan,M,247.0,26.0
2018,Aaron,M,190.0,34.0
2018,Darragh,M,277.0,21.0
2018,Thomas,M,321.0,12.0
2018,Matthew,M,259.0,23.0
2018,David,M,225.0,30.0
2018,Jamie,M,276.0,22.0
2018,Oisin,M,20.0,247.0
2018,Patrick,M,282.0,18.0
2018,Alex,M,292.0,16.0
2018,John,M,241.0,27.0
2018,Cillian,M,289.0,17.0
2018,Evan,M,163.0,44.0
2018,Eoin,M,98.0,65.0
2018,Shane,M,71.0,92.0
2018,Liam,M,338.0,11.0
2018,Ben,M,234.0,29.0
2018,Jake,M,182.0,40.0
2018,Joshua,M,146.0,52.0
2018,Mark,M,85.0,83.0
2018,Harry,M,429.0,6.0
2018,Fionn,M,309.0,14.0
2018,Joseph,M,150.0,49.0
2018,Callum,M,159.0,46.0
2018,Samuel,M,141.0,54.0
2018,Charlie,M,347.0,10.0
2018,Nathan,M,150.0,49.0
2018,Cathal,M,113.0,60.0
2018,Kyle,M,98.0,65.0
2018,Robert,M,116.0,57.0
2018,Ciaran,M,6.0,520.0
2018,Ronan,M,87.0,79.0
2018,Andrew,M,89.0,76.0
2018,Kevin,M,69.0,96.0
2018,William,M,157.0,48.0
2018,Ethan,M,185.0,37.0
2018,Tadhg,M,280.0,20.0
2018,Rory,M,93.0,72.0
2018,Noah,M,494.0,3.0
2018,Calum,M,29.0,195.0
2018,Brian,M,56.0,116.0
2018,Eoghan,M,88.0,77.0
2018,Cormac,M,52.0,122.0
2018,Finn,M,282.0,18.0
2018,Aidan,M,149.0,51.0
2018,Alexander,M,206.0,31.0
2018,Benjamin,M,124.0,56.0
2018,Rian,M,65.0,102.0
2018,Sam,M,183.0,39.0
2018,Stephen,M,39.0,151.0
2018,Christopher,M,90.0,75.0
2018,Killian,M,64.0,103.0
2018,Josh,M,63.0,105.0
2018,Gavin,M,15.0,291.0
2018,Alan,M,43.0,142.0
2018,Peter,M,80.0,86.0
2018,Scott,M,69.0,96.0
2018,Jason,M,54.0,119.0
2018,Max,M,189.0,35.0
2018,Lee,M,30.0,187.0
2018,Anthony,M,68.0,98.0
2018,Paul,M,42.0,144.0
2018,Martin,M,87.0,79.0
2018,Tom,M,198.0,32.0
2018,Leon,M,106.0,61.0
2018,Niall,M,37.0,159.0
2018,Oliver,M,253.0,24.0
2018,Rhys,M,42.0,144.0
2018,Dean,M,27.0,205.0
2018,Dara,M,67.0,100.0
2018,Oscar,M,185.0,37.0
2018,Colm,M,28.0,200.0
2018,Diarmuid,M,36.0,163.0
2018,Edward,M,78.0,87.0
2018,Jayden,M,96.0,68.0
2018,Christian,M,34.0,168.0
2018,Louis,M,101.0,64.0
2018,Oran,M,39.0,151.0
2018,Padraig,M,10.0,369.0
2018,Charles,M,37.0,159.0
2018,Leo,M,186.0,36.0
2018,Lucas,M,129.0,55.0
2018,Ross,M,37.0,159.0
2018,Cameron,M,34.0,168.0
2018,Jacob,M,180.0,41.0
2018,Kieran,M,18.0,262.0
2018,Brandon,M,20.0,247.0
2018,Ruairi,M,5.0,572.0
2018,Reece,M,28.0,200.0
2018,Tomas,M,9.0,401.0
2018,Isaac,M,68.0,98.0
2018,Kian,M,26.0,214.0
2018,Senan,M,114.0,59.0
2018,Odhran,M,47.0,131.0
2018,Jakub,M,59.0,111.0
2018,Jonathan,M,31.0,180.0
2018,Zach,M,81.0,85.0
2018,Bobby,M,165.0,43.0
2018,Daragh,M,9.0,401.0
2018,Kacper,M,34.0,168.0
2018,Hugh,M,45.0,135.0
2018,Colin,M,24.0,224.0
2018,Craig,M,5.0,572.0
2018,Lorcan,M,52.0,122.0
2018,Richard,M,28.0,200.0
2018,Owen,M,25.0,216.0
2018,Connor,M,22.0,239.0
2018,Donnacha,M,116.0,57.0
2018,Micheal,M,10.0,369.0
2018,Billy,M,86.0,81.0
2018,Tristan,M,27.0,205.0
2018,Darren,M,21.0,244.0
2018,Corey,M,33.0,172.0
2018,Daire,M,26.0,214.0
2018,Denis,M,30.0,187.0
2018,Luca,M,88.0,77.0
2018,Patryk,M,15.0,291.0
2018,Tyler,M,70.0,93.0
2018,Philip,M,30.0,187.0
2018,Daithi,M,7.0,471.0
2018,Tiernan,M,45.0,135.0
2018,Sebastian,M,70.0,93.0
2018,Simon,M,23.0,231.0
2018,Danny,M,94.0,70.0
2018,Filip,M,53.0,120.0
2018,Gerard,M,18.0,262.0
2018,Karl,M,,
2018,Shay,M,98.0,65.0
2018,Eric,M,44.0,138.0
2018,George,M,94.0,70.0
2018,Calvin,M,37.0,159.0
2018,Keelan,M,25.0,216.0
2018,Nicholas,M,40.0,149.0
2018,Seamus,M,16.0,283.0
2018,Brendan,M,24.0,224.0
2018,Dawid,M,9.0,401.0
2018,Shaun,M,7.0,471.0
2018,Steven,M,8.0,435.0
2018,Gearoid,M,,
2018,Joe,M,44.0,138.0
2018,Tommy,M,95.0,69.0
2018,Cody,M,49.0,128.0
2018,Jay,M,20.0,247.0
2018,Tadgh,M,50.0,125.0
2018,Ewan,M,11.0,350.0
2018,Paddy,M,42.0,144.0
2018,Lewis,M,47.0,131.0
2018,Caleb,M,59.0,111.0
2018,Marcus,M,23.0,231.0
2018,Caolan,M,9.0,401.0
2018,Taylor,M,6.0,520.0
2018,Keith,M,7.0,471.0
2018,Adrian,M,31.0,180.0
2018,Bradley,M,30.0,187.0
2018,Oskar,M,25.0,216.0
2018,Conall,M,25.0,216.0
2018,Dillon,M,16.0,283.0
2018,Eanna,M,3.0,749.0
2018,Justin,M,14.0,306.0
2018,Marc,M,7.0,471.0
2018,Damien,M,9.0,401.0
2018,Mateusz,M,8.0,435.0
2018,Muhammad,M,102.0,63.0
2018,Henry,M,86.0,81.0
2018,Glen,M,9.0,401.0
2018,Szymon,M,23.0,231.0
2018,Zack,M,33.0,172.0
2018,Reuben,M,50.0,125.0
2018,Timothy,M,27.0,205.0
2018,Jan,M,33.0,172.0
2018,Barry,M,7.0,471.0
2018,Blake,M,62.0,106.0
2018,Bryan,M,8.0,435.0
2018,Lennon,M,15.0,291.0
2018,Tiarnan,M,10.0,369.0
2018,Declan,M,11.0,350.0
2018,Emmet,M,14.0,306.0
2018,Hayden,M,18.0,262.0
2018,Jordan,M,38.0,157.0
2018,Donal,M,15.0,291.0
2018,Ian,M,15.0,291.0
2018,Jude,M,42.0,144.0
2018,Riain,M,,
2018,Victor,M,20.0,247.0
2018,Alfie,M,159.0,46.0
2018,Dominik,M,30.0,187.0
2018,Eamon,M,12.0,329.0
2018,Fiachra,M,27.0,205.0
2018,Gabriel,M,62.0,106.0
2018,Logan,M,162.0,45.0
2018,Donncha,M,17.0,269.0
2018,Elliot,M,46.0,133.0
2018,Gary,M,7.0,471.0
2018,Ivan,M,11.0,350.0
2018,Joey,M,55.0,117.0
2018,Kai,M,83.0,84.0
2018,Mikolaj,M,22.0,239.0
2018,Neil,M,8.0,435.0
2018,Pierce,M,7.0,471.0
2018,Enda,M,6.0,520.0
2018,Hugo,M,78.0,87.0
2018,Jesse,M,32.0,177.0
2018,Lukas,M,21.0,244.0
2018,Morgan,M,11.0,350.0
2018,Vincent,M,16.0,283.0
2018,Luka,M,12.0,329.0
2018,Shayne,M,,
2018,Troy,M,14.0,306.0
2018,Zachary,M,17.0,269.0
2018,Arthur,M,92.0,73.0
2018,Donagh,M,39.0,151.0
2018,Noel,M,17.0,269.0
2018,Shea,M,16.0,283.0
2018,Theo,M,104.0,62.0
2018,Toby,M,29.0,195.0
2018,Bernard,M,15.0,291.0
2018,Eamonn,M,11.0,350.0
2018,Emmanuel,M,9.0,401.0
2018,Joel,M,11.0,350.0
2018,Kamil,M,6.0,520.0
2018,Olivier,M,13.0,318.0
2018,Pearse,M,10.0,369.0
2018,Travis,M,7.0,471.0
2018,Aodhan,M,,
2018,Euan,M,9.0,401.0
2018,Jonah,M,45.0,135.0
2018,Mathew,M,3.0,749.0
2018,Mohammad,M,17.0,269.0
2018,Raymond,M,9.0,401.0
2018,Tony,M,16.0,283.0
2018,Conal,M,10.0,369.0
2018,Conn,M,27.0,205.0
2018,Dominic,M,40.0,149.0
2018,Fintan,M,6.0,520.0
2018,Mason,M,142.0,53.0
2018,Padraic,M,,
2018,Ali,M,10.0,369.0
2018,Bartosz,M,7.0,471.0
2018,Kane,M,11.0,350.0
2018,Matas,M,9.0,401.0
2018,Naoise,M,27.0,205.0
2018,Ruadhan,M,4.0,635.0
2018,Antoni,M,35.0,165.0
2018,Bailey,M,7.0,471.0
2018,Brooklyn,M,7.0,471.0
2018,Clayton,M,9.0,401.0
2018,Conan,M,12.0,329.0
2018,Felix,M,18.0,262.0
2018,Francis,M,20.0,247.0
2018,Frank,M,19.0,257.0
2018,Harvey,M,31.0,180.0
2018,Johnny,M,23.0,231.0
2018,Michal,M,20.0,247.0
2018,Mikey,M,13.0,318.0
2018,Nikodem,M,14.0,306.0
2018,Roan,M,11.0,350.0
2018,Rowan,M,33.0,172.0
2018,Wayne,M,4.0,635.0
2018,Will,M,22.0,239.0
2018,Zak,M,7.0,471.0
2018,Aran,M,6.0,520.0
2018,Carl,M,,
2018,Derek,M,8.0,435.0
2018,Lochlann,M,12.0,329.0
2018,Maciej,M,6.0,520.0
2018,Maksymilian,M,15.0,291.0
2018,Marcel,M,29.0,195.0
2018,Myles,M,27.0,205.0
2018,Nikita,M,4.0,635.0
2018,Preston,M,8.0,435.0
2018,Zac,M,31.0,180.0
2018,Ahmed,M,8.0,435.0
2018,Alexandru,M,9.0,401.0
2018,Desmond,M,,
2018,Elijah,M,46.0,133.0
2018,Elliott,M,25.0,216.0
2018,Ferdia,M,5.0,572.0
2018,Fionnan,M,,
2018,Harrison,M,52.0,122.0
2018,Mohammed,M,10.0,369.0
2018,Nicolas,M,15.0,291.0
2018,Olan,M,9.0,401.0
2018,Pawel,M,3.0,749.0
2018,Prince,M,4.0,635.0
2018,Robbie,M,30.0,187.0
2018,Roy,M,6.0,520.0
2018,Sonny,M,58.0,114.0
2018,Stefan,M,14.0,306.0
2018,Dermot,M,6.0,520.0
2018,Glenn,M,4.0,635.0
2018,Igor,M,8.0,435.0
2018,Kenneth,M,10.0,369.0
2018,Laurence,M,11.0,350.0
2018,Marco,M,7.0,471.0
2018,Milo,M,23.0,231.0
2018,Mohamed,M,13.0,318.0
2018,Ultan,M,10.0,369.0
2018,Warren,M,5.0,572.0
2018,Ashton,M,15.0,291.0
2018,Austin,M,27.0,205.0
2018,Davin,M,9.0,401.0
2018,Donnchadh,M,17.0,269.0
2018,Finlay,M,5.0,572.0
2018,Freddie,M,72.0,91.0
2018,Graham,M,4.0,635.0
2018,Jeremiah,M,9.0,401.0
2018,Jerry,M,10.0,369.0
2018,Kealan,M,15.0,291.0
2018,Maxim,M,4.0,635.0
2018,Maximilian,M,17.0,269.0
2018,Riley,M,42.0,144.0
2018,Rocco,M,14.0,306.0
2018,Ruben,M,17.0,269.0
2018,Tim,M,8.0,435.0
2018,Wiktor,M,8.0,435.0
2018,Aron,M,10.0,369.0
2018,Bill,M,10.0,369.0
2018,Caoimhin,M,,
2018,Cuan,M,9.0,401.0
2018,Dan,M,16.0,283.0
2018,Derry,M,,
2018,Devin,M,10.0,369.0
2018,Diego,M,10.0,369.0
2018,Fionan,M,,
2018,Gregory,M,3.0,749.0
2018,Ibrahim,M,15.0,291.0
2018,Jeremy,M,6.0,520.0
2018,Kajus,M,8.0,435.0
2018,Louie,M,39.0,151.0
2018,Mario,M,,
2018,Rossa,M,8.0,435.0
2018,Abdullah,M,12.0,329.0
2018,Aleksander,M,33.0,172.0
2018,Andre,M,,
2018,Andrei,M,10.0,369.0
2018,Antonio,M,10.0,369.0
2018,Briain,M,,
2018,Caelan,M,17.0,269.0
2018,Cole,M,34.0,168.0
2018,Cory,M,,
2018,Eli,M,48.0,129.0
2018,Erik,M,11.0,350.0
2018,Feidhlim,M,6.0,520.0
2018,Fergal,M,5.0,572.0
2018,Hubert,M,9.0,401.0
2018,Jim,M,5.0,572.0
2018,Karol,M,6.0,520.0
2018,Kelvin,M,,
2018,Krystian,M,,
2018,Leigh,M,,
2018,Leonardo,M,24.0,224.0
2018,Maksim,M,5.0,572.0
2018,Malachy,M,18.0,262.0
2018,Markuss,M,3.0,749.0
2018,Nathaniel,M,17.0,269.0
2018,Nojus,M,10.0,369.0
2018,Ollie,M,172.0,42.0
2018,Pauric,M,5.0,572.0
2018,Ruaidhri,M,,
2018,Saul,M,7.0,471.0
2018,Ted,M,36.0,163.0
2018,Turlough,M,5.0,572.0
2018,Zachariah,M,,
2018,Abel,M,4.0,635.0
2018,Aiden,M,25.0,216.0
2018,Albert,M,13.0,318.0
2018,Alexandre,M,4.0,635.0
2018,Andy,M,17.0,269.0
2018,Daryl,M,,
2018,Deividas,M,,
2018,Devon,M,5.0,572.0
2018,Diarmaid,M,3.0,749.0
2018,Eddie,M,20.0,247.0
2018,Edwin,M,4.0,635.0
2018,Emil,M,8.0,435.0
2018,Fabian,M,17.0,269.0
2018,Finnan,M,,
2018,Frankie,M,67.0,100.0
2018,Frederick,M,13.0,318.0
2018,Gerry,M,7.0,471.0
2018,Hamza,M,6.0,520.0
2018,Kalem,M,,
2018,Kayden,M,60.0,110.0
2018,Kilian,M,5.0,572.0
2018,Luc,M,,
2018,Lukasz,M,6.0,520.0
2018,Maurice,M,4.0,635.0
2018,Mike,M,5.0,572.0
2018,Natan,M,12.0,329.0
2018,Ned,M,28.0,200.0
2018,Oliwier,M,12.0,329.0
2018,Sean Og,M,,
2018,Tobias,M,9.0,401.0
2018,Chris,M,7.0,471.0
2018,Cornelius,M,4.0,635.0
2018,Cristian,M,8.0,435.0
2018,Darius,M,13.0,318.0
2018,Dion,M,10.0,369.0
2018,Eugene,M,7.0,471.0
2018,Finian,M,3.0,749.0
2018,Gareth,M,3.0,749.0
2018,Johnathan,M,,
2018,Julian,M,24.0,224.0
2018,Kaylem,M,,
2018,Keegan,M,27.0,205.0
2018,Kornel,M,,
2018,Krzysztof,M,7.0,471.0
2018,Levi,M,35.0,165.0
2018,Marcos,M,,
2018,Maxwell,M,10.0,369.0
2018,Miguel,M,7.0,471.0
2018,Pedro,M,4.0,635.0
2018,Piotr,M,7.0,471.0
2018,Rayan,M,15.0,291.0
2018,Robin,M,29.0,195.0
2018,Rokas,M,3.0,749.0
2018,Roman,M,12.0,329.0
2018,Seanan,M,,
2018,Stanislaw,M,8.0,435.0
2018,Theodore,M,70.0,93.0
2018,Tomasz,M,3.0,749.0
2018,Trevor,M,,
2018,Xavier,M,10.0,369.0
2018,Yu,M,,
2018,Abdul,M,6.0,520.0
2018,Ahmad,M,8.0,435.0
2018,Andreas,M,,
2018,Arnas,M,,
2018,Artur,M,14.0,306.0
2018,Bartlomiej,M,3.0,749.0
2018,Benas,M,4.0,635.0
2018,Brion,M,,
2018,Brody,M,61.0,109.0
2018,Caden,M,23.0,231.0
2018,Cailum,M,,
2018,Caoilte,M,,
2018,Casey,M,30.0,187.0
2018,Cayden,M,20.0,247.0
2018,Charley,M,3.0,749.0
2018,Damian,M,19.0,257.0
2018,Dennis,M,4.0,635.0
2018,Deon,M,,
2018,Eryk,M,7.0,471.0
2018,Iain,M,,
2018,Iosif,M,,
2018,Jaden,M,6.0,520.0
2018,Jeffrey,M,3.0,749.0
2018,Jimmy,M,13.0,318.0
2018,Jonas,M,5.0,572.0
2018,Keane,M,,
2018,Kenzie,M,,
2018,Kuba,M,8.0,435.0
2018,Larry,M,5.0,572.0
2018,Leonard,M,9.0,401.0
2018,Marcin,M,,
2018,Olaf,M,5.0,572.0
2018,Peadar,M,17.0,269.0
2018,Phillip,M,5.0,572.0
2018,Se,M,,
2018,Stuart,M,,
2018,Terry,M,3.0,749.0
2018,Wojciech,M,3.0,749.0
2018,Ajay,M,14.0,306.0
2018,Archie,M,75.0,89.0
2018,Arran,M,,
2018,Art,M,16.0,283.0
2018,Ayaan,M,7.0,471.0
2018,Aymen,M,,
2018,Beau,M,22.0,239.0
2018,Byron,M,6.0,520.0
2018,Cal,M,9.0,401.0
2018,Carlos,M,6.0,520.0
2018,Caylum,M,,
2018,Clinton,M,,
2018,Colum,M,,
2018,Conrad,M,4.0,635.0
2018,Damon,M,,
2018,Dane,M,4.0,635.0
2018,Daniels,M,,
2018,Domhnall,M,12.0,329.0
2018,Dominick,M,3.0,749.0
2018,Dominykas,M,4.0,635.0
2018,Drew,M,6.0,520.0
2018,Edmund,M,,
2018,Emilis,M,3.0,749.0
2018,Enoch,M,3.0,749.0
2018,Flynn,M,21.0,244.0
2018,Franciszek,M,17.0,269.0
2018,Jackson,M,50.0,125.0
2018,Jared,M,,
2018,Jody,M,,
2018,Kaden,M,5.0,572.0
2018,Kalum,M,3.0,749.0
2018,Keenan,M,,
2018,Kelan,M,,
2018,Kristers,M,,
2018,Leighton,M,15.0,291.0
2018,Luan,M,14.0,306.0
2018,Malachi,M,6.0,520.0
2018,Markus,M,,
2018,Matt,M,6.0,520.0
2018,Matteo,M,9.0,401.0
2018,Maximus,M,11.0,350.0
2018,Raphael,M,7.0,471.0
2018,Regan,M,7.0,471.0
2018,Ricardo,M,,
2018,Ricky,M,,
2018,Russell,M,,
2018,Sami,M,5.0,572.0
2018,Seosamh,M,,
2018,Solomon,M,,
2018,Syed,M,6.0,520.0
2018,Terence,M,3.0,749.0
2018,Thady,M,4.0,635.0
2018,Tyrese,M,,
2018,Wesley,M,5.0,572.0
2018,Aedan,M,,
2018,Airidas,M,,
2018,Aironas,M,,
2018,Aleks,M,4.0,635.0
2018,Allan,M,,
2018,Alvin,M,,
2018,Amir,M,4.0,635.0
2018,Anton,M,4.0,635.0
2018,Armandas,M,3.0,749.0
2018,Arron,M,3.0,749.0
2018,Arturs,M,,
2018,Aryan,M,8.0,435.0
2018,Brady,M,4.0,635.0
2018,Cain,M,,
2018,Callan,M,9.0,401.0
2018,Caolain,M,,
2018,Christy,M,6.0,520.0
2018,Con,M,4.0,635.0
2018,Cullen,M,11.0,350.0
2018,Curtis,M,4.0,635.0
2018,Danielius,M,7.0,471.0
2018,Deimantas,M,,
2018,Divine,M,,
2018,Dwayne,M,3.0,749.0
2018,Eduard,M,7.0,471.0
2018,Eimhin,M,,
2018,Elias,M,11.0,350.0
2018,Emils,M,,
2018,Enrico,M,,
2018,Eolann,M,,
2018,Erikas,M,,
2018,Fahad,M,4.0,635.0
2018,Feilim,M,,
2018,Felim,M,,
2018,Fergus,M,,
2018,Finan,M,,
2018,Finbarr,M,4.0,635.0
2018,Fred,M,6.0,520.0
2018,Fynn,M,3.0,749.0
2018,Gabrielius,M,,
2018,Gordon,M,3.0,749.0
2018,Gracjan,M,,
2018,Hassan,M,7.0,471.0
2018,Jacek,M,,
2018,Jaiden,M,4.0,635.0
2018,Jarlath,M,,
2018,Jayson,M,3.0,749.0
2018,Jerome,M,3.0,749.0
2018,Kaleb,M,3.0,749.0
2018,Kallum,M,6.0,520.0
2018,Kalvin,M,6.0,520.0
2018,Kiefer,M,,
2018,Konrad,M,4.0,635.0
2018,Krish,M,,
2018,Kristian,M,3.0,749.0
2018,Kylan,M,8.0,435.0
2018,Kyran,M,12.0,329.0
2018,Lawrence,M,,
2018,Lennox,M,6.0,520.0
2018,Leroy,M,6.0,520.0
2018,Luis,M,,
2018,Marek,M,,
2018,Marko,M,,
2018,Martynas,M,,
2018,Mazin,M,,
2018,Milan,M,8.0,435.0
2018,Muhammed,M,,
2018,Mustafa,M,7.0,471.0
2018,Nataniel,M,,
2018,Neal,M,,
2018,Nedas,M,,
2018,Nick,M,,
2018,Nicky,M,,
2018,Niks,M,,
2018,Norbert,M,,
2018,Obed,M,,
2018,Orlando,M,,
2018,Pearce,M,,
2018,Phelim,M,,
2018,Pijus,M,,
2018,Praise,M,,
2018,Pranav,M,,
2018,Quinn,M,12.0,329.0
2018,Rafael,M,7.0,471.0
2018,Raul,M,,
2018,Rio,M,7.0,471.0
2018,Rioghan,M,,
2018,Roberto,M,3.0,749.0
2018,Roberts,M,,
2018,Ronald,M,,
2018,Rui,M,,
2018,Salvador,M,,
2018,Samson,M,,
2018,Seth,M,5.0,572.0
2018,Simeon,M,,
2018,Stanislav,M,3.0,749.0
2018,Taha,M,,
2018,Taidgh,M,,
2018,Tariq,M,,
2018,Viktor,M,,
2018,Wilson,M,,
2018,Wyatt,M,3.0,749.0
2018,Aarron,M,,
2018,Abdurahman,M,,
2018,Adams,M,,
2018,Alanas,M,,
2018,Alessandro,M,5.0,572.0
2018,Alexis,M,,
2018,Alfred,M,10.0,369.0
2018,Allen,M,,
2018,Amin,M,,
2018,Anas,M,,
2018,Andrej,M,,
2018,Andrzej,M,,
2018,Angelo,M,,
2018,Angus,M,,
2018,Aodan,M,,
2018,Arkadiusz,M,,
2018,Axel,M,12.0,329.0
2018,Balazs,M,,
2018,Becali,M,,
2018,Beniamin,M,4.0,635.0
2018,Bilal,M,,
2018,Blaine,M,5.0,572.0
2018,Blazej,M,,
2018,Bo,M,,
2018,Boluwatife,M,,
2018,Brad,M,,
2018,Brandyn,M,,
2018,Brayden,M,10.0,369.0
2018,Bruno,M,8.0,435.0
2018,Bryce,M,,
2018,Cael,M,,
2018,Cahir,M,7.0,471.0
2018,Caimin,M,,
2018,Chulainn,M,6.0,520.0
2018,Cohen,M,5.0,572.0
2018,Collins,M,,
2018,Colman,M,,
2018,Culainn,M,,
2018,Dale,M,,
2018,Dallan,M,,
2018,Darcy,M,5.0,572.0
2018,Daven,M,,
2018,Davey,M,,
2018,Davitt,M,,
2018,Denzel,M,,
2018,Destiny,M,,
2018,Devan,M,,
2018,Dillan,M,,
2018,Dmitrijs,M,,
2018,Don,M,,
2018,Donnachadh,M,,
2018,Donnagh,M,,
2018,Dovydas,M,7.0,471.0
2018,Eden,M,9.0,401.0
2018,Edgaras,M,,
2018,Ellis,M,10.0,369.0
2018,Emanuel,M,7.0,471.0
2018,Emmett,M,4.0,635.0
2018,Eoghain,M,,
2018,Ephraim,M,,
2018,Eriks,M,,
2018,Ernest,M,,
2018,Ernestas,M,,
2018,Evin,M,,
2018,Fearghal,M,,
2018,Francesco,M,3.0,749.0
2018,Freddy,M,10.0,369.0
2018,Garret,M,,
2018,Garry,M,,
2018,Garvan,M,,
2018,Geordan,M,,
2018,Gerald,M,,
2018,Gideon,M,,
2018,Giovanni,M,,
2018,Grantas,M,,
2018,Guilherme,M,,
2018,Guy,M,3.0,749.0
2018,Gvidas,M,,
2018,Habib,M,,
2018,Harley,M,23.0,231.0
